project_id,project_name,ministry,sector,budget_allocated_cr,budget_utilized_cr,budget_utilized_pct,start_date,planned_end_date,planned_duration_months,months_elapsed,percent_complete,reporting_delay_days,last_report_gap_days,is_delayed
PRJ-01164,Transmission lines project 1164,Power,Transmission lines,159.69,129.19,80.9,2021-08-13,2024-09-26,38,62,98.0,3,9,0
PRJ-01165,State highways project 1165,Road Transport & Highways,State highways,184.31,77.59,42.1,2022-12-25,2027-08-01,56,45,44.6,3,8,1
PRJ-01166,Optical fibre network project 1166,Telecommunications,Optical fibre network,130.02,26.0,20.0,2024-08-08,2031-03-05,80,25,24.9,2,9,0
PRJ-01167,Thermal power project 1167,Power,Thermal power,70.22,43.12,61.4,2024-05-13,2028-05-22,49,28,58.5,1,7,0
PRJ-01168,Urban housing project 1168,Housing & Urban Affairs,Urban housing,82.02,80.63,98.3,2022-12-20,2026-09-30,46,45,98.0,2,9,0
PRJ-01169,Port development project 1169,Shipping,Port development,6.59,6.14,93.2,2021-02-17,2023-02-07,24,67,98.0,23,6,0
PRJ-01170,Metro rail project 1170,Railways,Metro rail,112.29,98.14,87.4,2020-10-12,2026-01-14,64,72,98.0,1,4,0
PRJ-01171,State highways project 1171,Road Transport & Highways,State highways,20.44,15.51,75.9,2024-08-16,2026-12-04,28,25,89.4,0,7,0
PRJ-01172,Metro rail project 1172,Railways,Metro rail,18.97,14.64,77.2,2024-10-11,2027-03-30,30,23,73.6,3,2,0
PRJ-01173,Smart city infra project 1173,Housing & Urban Affairs,Smart city infra,38.56,40.49,105.0,2021-07-14,2025-01-24,43,63,98.0,3,13,0
PRJ-01174,Irrigation canals project 1174,Agriculture,Irrigation canals,393.54,231.01,58.7,2023-12-23,2030-01-20,74,33,49.8,24,5,0
PRJ-01175,Metro rail project 1175,Railways,Metro rail,807.7,247.96,30.7,2022-12-10,2026-09-20,46,45,33.8,17,1,1
PRJ-01176,Mineral exploration project 1176,Mines,Mineral exploration,195.4,76.21,39.0,2023-11-09,2028-10-13,60,34,61.8,13,0,0
PRJ-01177,Coal mining infra project 1177,Coal,Coal mining infra,16.83,4.85,28.8,2025-10-03,2027-08-24,23,11,30.6,8,37,0
PRJ-01178,Refineries project 1178,Petroleum & Natural Gas,Refineries,74.7,72.68,97.3,2023-04-16,2027-02-24,47,41,90.8,10,7,0
PRJ-01179,Rural roads project 1179,Rural Development,Rural roads,87.1,81.0,93.0,2023-08-18,2029-09-15,74,37,69.0,2,0,0
PRJ-01180,Smart city infra project 1180,Housing & Urban Affairs,Smart city infra,221.63,149.82,67.6,2022-12-01,2023-11-26,12,46,49.8,1,6,1
PRJ-01181,Bridges project 1181,Road Transport & Highways,Bridges,240.09,183.67,76.5,2022-01-30,2027-10-31,70,56,84.4,22,26,0
PRJ-01182,Mineral exploration project 1182,Mines,Mineral exploration,52.36,46.65,89.1,2022-06-15,2027-02-19,57,51,98.0,14,17,0
PRJ-01183,Bridges project 1183,Road Transport & Highways,Bridges,74.77,41.35,55.3,2021-09-19,2028-04-15,80,60,76.5,1,4,0
PRJ-01184,Refineries project 1184,Petroleum & Natural Gas,Refineries,63.89,54.95,86.0,2024-12-15,2030-05-18,66,21,72.8,24,21,1
PRJ-01185,Transmission lines project 1185,Power,Transmission lines,67.72,71.11,105.0,2023-05-28,2027-03-08,46,40,94.7,9,5,0
PRJ-01186,Smart city infra project 1186,Housing & Urban Affairs,Smart city infra,298.98,313.93,105.0,2021-07-14,2025-06-23,48,63,98.0,17,1,0
PRJ-01187,Smart city infra project 1187,Housing & Urban Affairs,Smart city infra,9.09,7.34,80.8,2023-02-10,2025-05-30,28,43,98.0,10,1,0
PRJ-01188,Solar parks project 1188,New & Renewable Energy,Solar parks,34.23,35.94,105.0,2021-05-26,2027-06-24,74,64,91.9,4,1,0
PRJ-01189,Smart city infra project 1189,Housing & Urban Affairs,Smart city infra,29.01,0.49,1.7,2021-03-01,2022-08-23,18,67,2.0,2,3,1
PRJ-01190,State highways project 1190,Road Transport & Highways,State highways,47.72,9.97,20.9,2025-08-15,2031-05-16,70,13,24.6,11,17,0
PRJ-01191,National highways project 1191,Road Transport & Highways,National highways,64.28,31.24,48.6,2025-06-25,2028-02-10,32,14,40.4,1,28,0
PRJ-01192,Coal mining infra project 1192,Coal,Coal mining infra,115.32,30.68,26.6,2023-08-15,2024-08-09,12,37,40.0,22,0,1
PRJ-01193,Gas pipelines project 1193,Petroleum & Natural Gas,Gas pipelines,437.48,380.17,86.9,2025-01-16,2027-05-06,28,20,84.4,3,0,0
PRJ-01194,Mineral exploration project 1194,Mines,Mineral exploration,16.28,4.84,29.7,2024-06-26,2027-02-11,32,27,20.1,9,2,1
PRJ-01195,Rural water supply project 1195,Jal Shakti,Rural water supply,40.93,6.26,15.3,2025-08-27,2030-06-02,58,12,19.2,5,5,0
PRJ-01196,Rural water supply project 1196,Jal Shakti,Rural water supply,277.73,30.83,11.1,2025-09-19,2030-07-25,59,12,20.2,6,2,0
PRJ-01197,Irrigation canals project 1197,Agriculture,Irrigation canals,23.48,24.16,102.9,2021-02-10,2023-10-28,33,68,98.0,5,9,0
PRJ-01198,State highways project 1198,Road Transport & Highways,State highways,21.79,14.32,65.7,2023-12-16,2028-02-23,51,33,75.4,0,18,0
PRJ-01199,Irrigation project 1199,Jal Shakti,Irrigation,740.74,410.37,55.4,2023-10-09,2025-08-29,23,35,73.7,3,35,1
PRJ-01200,Rail track doubling project 1200,Railways,Rail track doubling,67.84,23.81,35.1,2026-03-04,2029-05-17,39,6,22.1,3,7,0
PRJ-01201,Airport terminals project 1201,Civil Aviation,Airport terminals,18.24,8.86,48.6,2025-09-28,2028-01-16,28,11,43.8,3,5,0
PRJ-01202,Solar parks project 1202,New & Renewable Energy,Solar parks,48.66,24.52,50.4,2024-11-28,2031-04-26,78,21,33.7,6,19,0
PRJ-01203,Irrigation canals project 1203,Agriculture,Irrigation canals,27.81,25.92,93.2,2023-09-07,2024-10-01,13,36,98.0,10,0,0
PRJ-01204,National highways project 1204,Road Transport & Highways,National highways,5.0,5.22,104.3,2022-04-12,2026-10-18,55,53,98.0,6,3,0
PRJ-01205,Rail track doubling project 1205,Railways,Rail track doubling,50.46,45.36,89.9,2021-05-10,2026-10-11,66,65,98.0,1,17,0
PRJ-01206,Metro rail project 1206,Railways,Metro rail,690.25,196.72,28.5,2023-07-02,2025-03-23,21,39,33.8,10,1,1
PRJ-01207,Irrigation project 1207,Jal Shakti,Irrigation,113.59,119.27,105.0,2024-01-12,2025-12-02,23,32,98.0,5,13,0
PRJ-01208,Rail track doubling project 1208,Railways,Rail track doubling,15.32,5.19,33.9,2025-08-07,2029-11-14,52,13,28.4,9,1,0
PRJ-01209,Rural roads project 1209,Rural Development,Rural roads,517.31,438.16,84.7,2021-03-28,2025-05-06,50,66,98.0,2,31,0
PRJ-01210,Metro rail project 1210,Railways,Metro rail,141.22,129.08,91.4,2024-01-13,2026-06-01,29,32,98.0,11,4,0
PRJ-01211,Mineral exploration project 1211,Mines,Mineral exploration,45.18,44.32,98.1,2022-05-20,2024-11-05,30,52,98.0,12,6,0
PRJ-01212,Bridges project 1212,Road Transport & Highways,Bridges,8.93,5.6,62.7,2023-03-16,2030-02-07,84,42,55.6,3,17,0
PRJ-01213,National highways project 1213,Road Transport & Highways,National highways,39.43,40.69,103.2,2022-10-04,2025-06-20,33,48,98.0,2,31,0
PRJ-01214,Coal mining infra project 1214,Coal,Coal mining infra,16.91,12.92,76.4,2024-03-17,2027-05-31,39,30,79.2,21,13,0
PRJ-01215,Mineral exploration project 1215,Mines,Mineral exploration,421.89,426.95,101.2,2021-12-25,2024-07-12,31,57,98.0,10,1,0
PRJ-01216,Gas pipelines project 1216,Petroleum & Natural Gas,Gas pipelines,33.38,32.81,98.3,2022-09-22,2028-04-23,68,48,82.0,12,7,0
PRJ-01217,Transmission lines project 1217,Power,Transmission lines,10.7,5.66,52.9,2025-09-10,2027-08-31,24,12,46.8,8,8,0
PRJ-01218,Metro rail project 1218,Railways,Metro rail,56.94,59.79,105.0,2021-12-16,2024-03-05,27,57,98.0,6,27,0
PRJ-01219,Solar parks project 1219,New & Renewable Energy,Solar parks,45.71,40.13,87.8,2022-01-31,2027-02-04,61,56,98.0,10,1,0
PRJ-01220,Rural roads project 1220,Rural Development,Rural roads,280.91,276.98,98.6,2020-10-11,2026-03-14,66,72,98.0,3,43,0
PRJ-01221,Smart city infra project 1221,Housing & Urban Affairs,Smart city infra,76.56,30.16,39.4,2021-09-28,2024-02-15,29,60,47.3,15,4,1
PRJ-01222,Irrigation project 1222,Jal Shakti,Irrigation,85.79,90.08,105.0,2024-08-16,2026-06-07,22,25,98.0,5,0,0
PRJ-01223,Irrigation project 1223,Jal Shakti,Irrigation,11.67,9.28,79.5,2023-01-28,2027-01-07,48,44,97.8,19,3,0
PRJ-01224,National highways project 1224,Road Transport & Highways,National highways,120.03,78.26,65.2,2021-06-04,2025-07-13,50,64,73.4,0,9,1
PRJ-01225,Transmission lines project 1225,Power,Transmission lines,561.74,311.77,55.5,2023-04-11,2029-08-07,77,41,59.5,3,26,0
PRJ-01226,Transmission lines project 1226,Power,Transmission lines,33.8,35.49,105.0,2021-12-26,2027-01-29,62,57,98.0,2,1,0
PRJ-01227,Urban housing project 1227,Housing & Urban Affairs,Urban housing,233.05,96.95,41.6,2022-07-22,2024-01-13,18,50,43.8,14,1,1
PRJ-01228,Irrigation project 1228,Jal Shakti,Irrigation,193.4,163.42,84.5,2023-05-28,2028-05-31,61,40,62.6,3,33,0
PRJ-01229,Rail track doubling project 1229,Railways,Rail track doubling,46.58,16.58,35.6,2024-10-29,2030-12-27,75,22,39.6,0,11,0
PRJ-01230,Mineral exploration project 1230,Mines,Mineral exploration,154.53,57.79,37.4,2022-11-06,2024-07-28,21,47,40.6,0,0,1
PRJ-01231,Port development project 1231,Shipping,Port development,28.62,16.49,57.6,2021-03-12,2022-04-06,13,67,52.2,5,33,1
PRJ-01232,Rural roads project 1232,Rural Development,Rural roads,12.9,10.37,80.4,2020-12-10,2025-03-19,52,70,98.0,2,6,0
PRJ-01233,Metro rail project 1233,Railways,Metro rail,963.38,246.63,25.6,2024-01-04,2030-11-28,84,32,35.8,3,16,1
PRJ-01234,Gas pipelines project 1234,Petroleum & Natural Gas,Gas pipelines,179.91,117.84,65.5,2024-02-17,2030-10-13,81,31,38.4,2,9,0
PRJ-01235,Irrigation canals project 1235,Agriculture,Irrigation canals,2621.46,768.09,29.3,2025-03-18,2031-02-15,72,18,25.3,10,0,0
PRJ-01236,Bridges project 1236,Road Transport & Highways,Bridges,59.41,24.77,41.7,2026-01-31,2027-09-23,20,7,28.7,1,11,0
PRJ-01237,National highways project 1237,Road Transport & Highways,National highways,142.58,66.87,46.9,2024-09-16,2027-11-30,39,24,57.0,16,0,0
PRJ-01238,State highways project 1238,Road Transport & Highways,State highways,50.91,21.79,42.8,2021-01-02,2022-07-26,19,69,41.2,3,23,1
PRJ-01239,Refineries project 1239,Petroleum & Natural Gas,Refineries,11.68,9.55,81.8,2023-05-04,2027-04-13,48,41,93.5,3,7,0
PRJ-01240,Mineral exploration project 1240,Mines,Mineral exploration,340.92,277.51,81.4,2022-03-08,2028-06-04,76,55,79.8,11,4,0
PRJ-01241,Gas pipelines project 1241,Petroleum & Natural Gas,Gas pipelines,42.98,23.12,53.8,2023-10-21,2028-12-23,63,35,58.4,0,2,0
PRJ-01242,Bridges project 1242,Road Transport & Highways,Bridges,98.59,57.58,58.4,2022-08-03,2029-02-27,80,50,51.0,8,5,1
PRJ-01243,Optical fibre network project 1243,Telecommunications,Optical fibre network,44.1,16.1,36.5,2022-09-22,2025-04-09,31,48,51.3,6,17,1
PRJ-01244,Rural water supply project 1244,Jal Shakti,Rural water supply,11.77,4.11,34.9,2025-09-16,2029-11-24,51,12,35.8,0,6,0
PRJ-01245,Bridges project 1245,Road Transport & Highways,Bridges,5.0,5.0,100.0,2023-04-24,2026-06-07,38,41,97.1,4,3,0
PRJ-01246,Metro rail project 1246,Railways,Metro rail,74.83,61.73,82.5,2023-03-04,2027-07-11,53,43,71.3,2,16,1
PRJ-01247,Refineries project 1247,Petroleum & Natural Gas,Refineries,237.12,248.98,105.0,2022-11-21,2024-07-13,20,46,98.0,22,48,0
PRJ-01248,Urban housing project 1248,Housing & Urban Affairs,Urban housing,21.79,10.76,49.4,2022-04-06,2027-10-07,67,54,46.2,4,9,1
PRJ-01249,Irrigation project 1249,Jal Shakti,Irrigation,63.2,25.03,39.6,2025-11-08,2029-05-21,43,10,23.2,0,16,0
PRJ-01250,Bridges project 1250,Road Transport & Highways,Bridges,26.44,26.73,101.1,2020-12-29,2026-07-01,67,69,98.0,1,5,0
PRJ-01251,Rail track doubling project 1251,Railways,Rail track doubling,531.99,264.93,49.8,2023-08-21,2025-03-13,19,37,46.6,2,47,1
PRJ-01252,Urban housing project 1252,Housing & Urban Affairs,Urban housing,344.82,342.41,99.3,2022-06-11,2025-03-27,34,51,98.0,2,2,0
PRJ-01253,Rail track doubling project 1253,Railways,Rail track doubling,60.66,25.11,41.4,2026-02-09,2028-06-28,29,7,49.8,0,1,1
PRJ-01254,National highways project 1254,Road Transport & Highways,National highways,121.14,69.9,57.7,2025-04-05,2031-06-03,75,17,44.4,10,22,1
PRJ-01255,Rural roads project 1255,Rural Development,Rural roads,561.52,422.82,75.3,2023-03-31,2029-08-26,78,42,53.2,40,0,0
PRJ-01256,Rural water supply project 1256,Jal Shakti,Rural water supply,206.23,124.56,60.4,2025-03-30,2030-02-02,59,17,61.0,6,6,1
PRJ-01257,Metro rail project 1257,Railways,Metro rail,351.15,368.71,105.0,2021-12-22,2025-10-02,46,57,98.0,12,26,0
PRJ-01258,Rail track doubling project 1258,Railways,Rail track doubling,23.53,2.78,11.8,2021-11-08,2023-02-01,15,59,16.2,0,3,1
PRJ-01259,Smart city infra project 1259,Housing & Urban Affairs,Smart city infra,1050.78,0.0,0.0,2021-08-27,2027-01-28,66,61,8.8,5,8,1
PRJ-01260,Rural water supply project 1260,Jal Shakti,Rural water supply,341.21,314.94,92.3,2023-03-30,2024-11-19,20,42,98.0,1,0,0
PRJ-01261,Rural water supply project 1261,Jal Shakti,Rural water supply,38.89,40.83,105.0,2022-03-09,2023-11-29,21,55,98.0,7,5,0
PRJ-01262,Airport terminals project 1262,Civil Aviation,Airport terminals,459.34,244.83,53.3,2023-08-17,2029-12-13,77,37,52.6,5,1,0
PRJ-01263,Rural roads project 1263,Rural Development,Rural roads,10.23,3.47,33.9,2025-11-13,2032-01-11,75,10,26.0,0,2,0
PRJ-01264,Solar parks project 1264,New & Renewable Energy,Solar parks,78.6,17.06,21.7,2025-03-30,2030-02-02,59,17,26.5,1,2,0
PRJ-01265,Thermal power project 1265,Power,Thermal power,33.14,29.2,88.1,2024-09-30,2026-10-20,25,23,98.0,0,28,0
PRJ-01266,Solar parks project 1266,New & Renewable Energy,Solar parks,136.11,124.95,91.8,2022-05-26,2024-07-14,26,52,98.0,3,15,0
PRJ-01267,Irrigation project 1267,Jal Shakti,Irrigation,69.73,46.16,66.2,2022-01-09,2028-05-07,77,57,74.1,9,8,0
PRJ-01268,National highways project 1268,Road Transport & Highways,National highways,204.79,184.11,89.9,2025-12-06,2026-12-31,13,9,85.7,5,4,0
PRJ-01269,Irrigation project 1269,Jal Shakti,Irrigation,33.53,0.77,2.3,2025-12-02,2031-11-01,72,9,5.0,6,3,0
PRJ-01270,Rural roads project 1270,Rural Development,Rural roads,157.36,154.21,98.0,2024-01-12,2026-07-30,31,32,98.0,0,1,0
PRJ-01271,Thermal power project 1271,Power,Thermal power,298.73,0.0,0.0,2020-12-15,2022-04-09,16,70,2.0,8,4,1
PRJ-01272,Optical fibre network project 1272,Telecommunications,Optical fibre network,5.0,4.72,94.3,2021-09-04,2027-01-06,65,61,98.0,4,21,0
PRJ-01273,Irrigation project 1273,Jal Shakti,Irrigation,19.06,11.7,61.4,2024-05-16,2027-11-27,43,28,63.0,4,11,0
PRJ-01274,Gas pipelines project 1274,Petroleum & Natural Gas,Gas pipelines,73.3,76.96,105.0,2021-01-16,2025-04-25,52,68,98.0,0,45,0
PRJ-01275,Rural water supply project 1275,Jal Shakti,Rural water supply,43.23,38.26,88.5,2021-07-19,2023-04-10,21,62,98.0,0,28,0
PRJ-01276,Solar parks project 1276,New & Renewable Energy,Solar parks,95.88,91.95,95.9,2024-02-02,2026-04-22,27,31,98.0,2,9,0
PRJ-01277,Port development project 1277,Shipping,Port development,9.12,1.48,16.2,2022-05-28,2023-11-19,18,52,12.7,9,37,1
PRJ-01278,Thermal power project 1278,Power,Thermal power,35.08,14.66,41.8,2024-12-04,2031-05-02,78,21,35.0,2,10,0
PRJ-01279,State highways project 1279,Road Transport & Highways,State highways,93.96,77.8,82.8,2020-10-30,2026-01-02,63,71,98.0,1,5,0
PRJ-01280,Bridges project 1280,Road Transport & Highways,Bridges,15.78,10.4,65.9,2021-04-05,2027-02-03,71,66,93.9,9,31,0
PRJ-01281,Urban housing project 1281,Housing & Urban Affairs,Urban housing,6.7,6.49,96.9,2021-11-03,2026-01-11,51,59,98.0,6,18,0
PRJ-01282,Smart city infra project 1282,Housing & Urban Affairs,Smart city infra,23.32,5.71,24.5,2025-09-11,2032-06-06,82,12,28.9,8,5,0
PRJ-01283,Coal mining infra project 1283,Coal,Coal mining infra,533.86,42.71,8.0,2026-02-18,2030-12-24,59,7,5.0,3,71,0
PRJ-01284,Transmission lines project 1284,Power,Transmission lines,11.86,5.68,47.9,2024-07-17,2031-06-11,84,26,41.4,5,14,0
PRJ-01285,Urban housing project 1285,Housing & Urban Affairs,Urban housing,146.24,83.65,57.2,2022-01-12,2025-07-25,43,56,47.2,17,12,1
PRJ-01286,Coal mining infra project 1286,Coal,Coal mining infra,29.08,19.98,68.7,2024-02-11,2030-04-10,75,31,46.6,10,8,0
PRJ-01287,Transmission lines project 1287,Power,Transmission lines,33.03,20.94,63.4,2022-01-26,2028-09-21,81,56,79.0,1,11,0
PRJ-01288,Irrigation project 1288,Jal Shakti,Irrigation,112.55,55.82,49.6,2025-05-02,2026-04-27,12,16,51.0,12,20,1
PRJ-01289,Gas pipelines project 1289,Petroleum & Natural Gas,Gas pipelines,34.51,3.24,9.4,2026-01-17,2029-05-31,41,8,22.7,4,11,0
PRJ-01290,Optical fibre network project 1290,Telecommunications,Optical fibre network,278.47,118.07,42.4,2024-03-27,2025-04-21,13,30,39.9,14,1,1
PRJ-01291,Smart city infra project 1291,Housing & Urban Affairs,Smart city infra,38.0,10.11,26.6,2026-03-04,2031-02-06,60,6,45.1,19,7,1
PRJ-01292,Urban housing project 1292,Housing & Urban Affairs,Urban housing,363.32,176.57,48.6,2025-08-06,2028-09-19,38,13,33.2,11,13,0
PRJ-01293,Port development project 1293,Shipping,Port development,87.94,44.76,50.9,2024-11-04,2030-03-08,65,22,37.5,10,3,0
PRJ-01294,Airport terminals project 1294,Civil Aviation,Airport terminals,54.85,29.78,54.3,2020-10-15,2022-05-08,19,72,54.1,5,29,1
PRJ-01295,Metro rail project 1295,Railways,Metro rail,39.17,41.13,105.0,2022-03-10,2026-01-18,47,55,98.0,4,10,0
PRJ-01296,Bridges project 1296,Road Transport & Highways,Bridges,103.96,7.69,7.4,2025-12-07,2029-04-20,41,9,12.9,1,0,0
PRJ-01297,Port development project 1297,Shipping,Port development,5.0,3.22,64.5,2023-11-12,2028-09-16,59,34,56.6,2,0,0
PRJ-01298,Coal mining infra project 1298,Coal,Coal mining infra,83.33,34.33,41.2,2020-09-18,2022-07-10,22,72,51.2,3,2,1
PRJ-01299,Solar parks project 1299,New & Renewable Energy,Solar parks,1632.44,638.28,39.1,2025-08-23,2031-11-20,76,12,27.7,2,19,1
PRJ-01300,Metro rail project 1300,Railways,Metro rail,9.24,7.13,77.2,2022-08-09,2027-09-12,62,50,80.8,5,9,0
PRJ-01301,Bridges project 1301,Road Transport & Highways,Bridges,29.26,25.78,88.1,2022-11-10,2029-10-04,84,46,66.2,8,16,0
PRJ-01302,State highways project 1302,Road Transport & Highways,State highways,99.28,82.3,82.9,2023-09-28,2026-01-15,28,36,98.0,9,17,0
PRJ-01303,Irrigation project 1303,Jal Shakti,Irrigation,26.1,18.17,69.6,2024-07-17,2028-03-28,45,26,61.6,17,36,1
PRJ-01304,Smart city infra project 1304,Housing & Urban Affairs,Smart city infra,78.81,30.74,39.0,2020-12-26,2026-01-29,62,69,47.6,4,7,1
PRJ-01305,Smart city infra project 1305,Housing & Urban Affairs,Smart city infra,91.35,47.96,52.5,2024-05-24,2030-01-23,69,28,44.1,10,36,0
PRJ-01306,Rural water supply project 1306,Jal Shakti,Rural water supply,39.08,30.99,79.3,2024-11-13,2026-08-05,21,22,98.0,1,10,0
PRJ-01307,Transmission lines project 1307,Power,Transmission lines,72.64,44.53,61.3,2025-06-01,2027-06-21,25,15,63.7,0,0,0
PRJ-01308,Metro rail project 1308,Railways,Metro rail,185.73,131.31,70.7,2025-08-02,2028-04-18,33,13,58.5,4,22,0
PRJ-01309,Coal mining infra project 1309,Coal,Coal mining infra,18.89,14.66,77.6,2023-07-26,2027-11-02,52,38,79.3,18,6,0
PRJ-01310,Gas pipelines project 1310,Petroleum & Natural Gas,Gas pipelines,65.42,10.53,16.1,2025-07-02,2032-01-27,80,14,18.3,6,27,0
PRJ-01311,Rural roads project 1311,Rural Development,Rural roads,40.88,37.77,92.4,2020-10-08,2023-11-22,38,72,98.0,11,23,0
PRJ-01312,Coal mining infra project 1312,Coal,Coal mining infra,117.71,18.83,16.0,2024-06-13,2030-04-13,71,27,17.2,7,2,1
PRJ-01313,Rural water supply project 1313,Jal Shakti,Rural water supply,156.3,103.31,66.1,2021-05-26,2023-08-14,27,64,62.6,4,16,1
PRJ-01314,Bridges project 1314,Road Transport & Highways,Bridges,76.74,4.37,5.7,2025-04-18,2029-05-27,50,17,21.7,11,8,1
PRJ-01315,Steel plant expansion project 1315,Steel,Steel plant expansion,52.48,19.37,36.9,2025-12-14,2029-02-26,39,9,34.6,3,39,0
PRJ-01316,Smart city infra project 1316,Housing & Urban Affairs,Smart city infra,242.44,254.56,105.0,2025-05-07,2027-03-28,23,16,95.0,5,16,1
PRJ-01317,Irrigation project 1317,Jal Shakti,Irrigation,31.0,29.3,94.5,2020-09-30,2025-06-06,57,72,98.0,3,16,0
PRJ-01318,Refineries project 1318,Petroleum & Natural Gas,Refineries,126.87,70.67,55.7,2023-04-20,2024-10-11,18,41,53.9,17,21,1
PRJ-01319,Irrigation canals project 1319,Agriculture,Irrigation canals,90.38,45.19,50.0,2024-07-02,2028-03-13,45,26,73.6,3,7,0
PRJ-01320,Thermal power project 1320,Power,Thermal power,14.83,3.19,21.5,2026-01-02,2031-03-07,63,8,34.7,0,1,0
PRJ-01321,Coal mining infra project 1321,Coal,Coal mining infra,31.45,15.47,49.2,2023-01-23,2029-10-18,82,44,54.3,19,0,0
PRJ-01322,Irrigation project 1322,Jal Shakti,Irrigation,119.38,2.51,2.1,2025-08-25,2031-06-25,71,12,20.3,7,37,0
PRJ-01323,Rail track doubling project 1323,Railways,Rail track doubling,196.3,56.73,28.9,2021-09-02,2024-01-20,29,61,29.7,4,19,1
PRJ-01324,Rail track doubling project 1324,Railways,Rail track doubling,192.25,80.55,41.9,2026-02-10,2027-09-03,19,7,43.6,0,19,0
PRJ-01325,Irrigation project 1325,Jal Shakti,Irrigation,64.63,19.71,30.5,2025-06-12,2028-06-26,37,15,43.6,10,2,0
PRJ-01326,Refineries project 1326,Petroleum & Natural Gas,Refineries,665.63,585.75,88.0,2024-02-03,2025-11-24,22,31,98.0,6,4,0
PRJ-01327,Solar parks project 1327,New & Renewable Energy,Solar parks,21.09,22.14,105.0,2022-11-22,2026-08-03,45,46,98.0,0,8,0
PRJ-01328,Bridges project 1328,Road Transport & Highways,Bridges,103.43,28.75,27.8,2026-01-21,2027-09-13,20,7,29.6,4,12,0
PRJ-01329,Transmission lines project 1329,Power,Transmission lines,241.1,216.03,89.6,2021-02-12,2026-09-14,68,68,95.3,11,17,0
